label;top_2_pxcount;top2_fruitcount;top2_maxfruit;top2_minfruit;left2_pxcount;left2_fruitcount;left2_maxfruit;left2_minfruit;right2_pxcount;right2_fruitcount;right2_maxfruit;right2_minfruit
38;45599038;21;46469;0;64455863;14;159638;0;47806768;17;135093;0
38;47589730;30;45330;0;59754095;17;114848;2115;46131661;16;134243;0
38;44710388;25;73400;270;57281851;18;129315;90;45072022;12;80283;74
38;47449877;23;66871;81;74748929;14;108797;2017;51048951;14;198055;14
38;46256980;30;44702;0;64828856;20;115182;0;51349776;14;112400;125
38;47186839;25;66239;107;69404465;12;126079;93;52291801;11;159013;18351
38;44219452;25;57087;0;58110614;15;77023;363;44355118;15;84513;16
38;41806040;22;51923;497;59941113;11;146682;4920;46998600;16;68597;130
38;45832645;25;43158;53;70575770;17;198784;3;48944184;16;111360;13
38;41374453;23;73322;329;62206851;13;180325;29;48587257;14;170413;0
38;47054124;24;81195;89;67255287;16;110144;0;53439956;19;108817;0
38;41488843;21;69665;95;62569200;14;153995;91;46995500;11;149574;361
38;41624241;24;50481;100;51147360;11;137119;0;52430989;12;106088;5894
38;44434761;23;57581;2;62269704;16;124748;0;42643600;16;58747;234
38;44259940;27;40754;4;53511515;18;86436;0;47260018;15;67240;2541
39;43195297;21;79807;220;57431935;15;167902;7;51796814;14;80037;2615
39;44531748;27;39352;0;53550743;14;99754;2;46193757;17;89211;0
39;48013821;26;67724;15;64916500;18;95414;0;54248568;14;163293;28
39;45456984;28;43801;16;57099397;21;87571;0;50128623;20;93415;766
39;42655234;24;52751;45;62725935;14;144792;0;45950687;10;151272;16056
39;47085411;27;39505;23;64962632;16;129068;8;50755089;10;120095;3727
39;45009599;26;55291;0;54809710;14;127406;8;51719949;16;138609;96
39;42500480;20;65702;125;75799958;17;204349;0;41995229;18;62403;42
39;44605793;25;57122;150;58347791;15;128552;7;43234652;12;80519;23
39;41937136;25;63136;2;70540498;22;111412;42;44448416;10;191864;0
39;45407477;28;55815;0;55149318;18;127269;406;49591583;16;84394;28
39;42344474;23;69036;146;70660306;16;107334;0;44015522;11;111976;98
39;45526764;26;44732;398;53981593;14;148425;58;50935823;21;64553;258
39;42155030;21;67465;223;59117469;11;187767;196;51849912;18;130489;0
39;46087391;25;65506;2;60954253;18;80021;4;51638035;17;134713;10
39;43560511;21;40482;154;60319109;13;143817;0;50716824;13;202328;0
39;47447128;28;44521;79;59472448;15;118171;85;48622264;20;87346;144
39;47136654;26;63430;43;68077926;20;86181;0;57567029;13;257455;1298
39;47114694;31;62507;0;64521599;16;138781;0;49877671;11;176839;3329
39;41558652;21;44161;62;57929085;13;93328;0;49119534;16;94184;482
39;47930344;25;66165;150;66240619;13;174045;11;55785550;8;295918;5371
39;44145728;24;38777;869;68835252;17;102928;0;47504647;17;88032;1661
39;42627680;21;54453;327;67639689;14;164473;0;46339144;17;68822;135
39;46713788;25;41305;204;57580826;18;139270;0;43916211;15;87990;0
39;47654391;27;69095;0;66189295;14;141927;0;54469730;14;209766;0
39;42795575;20;60473;324;61259098;17;87481;13;50335460;15;87813;447
39;48036490;28;37461;9;64955698;18;125804;42;52715762;10;144277;72
39;46990725;27;39269;763;53504397;16;96439;5;62182661;14;228569;0
39;44971977;24;64216;17;47564179;15;68517;146;57975204;19;98348;23
39;44529835;27;40371;15;58670803;16;110828;38;43160715;19;57631;0
39;44115433;26;39929;406;59039145;17;160380;0;43474545;18;91266;0
39;47516138;25;77010;0;59831013;23;85932;0;58426959;15;179395;7
39;43251089;20;63886;103;61127848;14;158605;10;49104857;12;124247;21
39;47028105;25;43266;16;64397718;19;172581;0;53809981;11;337527;8
39;46411219;26;51887;103;54175776;18;85005;0;49299422;15;92762;1562
39;44492826;26;52985;2;62176180;21;190111;4;49341929;13;192458;20
39;48578520;27;64470;129;65196102;14;89480;3785;55609899;16;316163;4
39;44608807;23;40729;3;53602237;12;96796;45;47467756;23;64374;0
39;43934231;20;85425;183;54109053;18;99475;0;50544164;14;93111;1
39;42925151;24;82313;114;72121878;19;108702;2;43117315;19;77718;7
40;43705733;18;73657;108;64552681;16;108395;7;45025780;19;74880;0
40;47543109;25;53006;149;69684453;13;143070;38;53992685;13;128923;372
40;43613168;19;64574;606;59291610;15;93849;0;50282898;15;95639;0
40;42700540;24;49968;14;62502401;13;106476;18;50440619;23;137028;0
40;43993022;26;47878;13;60996217;11;103431;62;47359966;17;87384;2
40;42947131;23;92843;463;58717025;12;100228;23;50511799;14;109765;155
40;46156123;27;41016;100;55083153;19;126547;0;49930350;18;87006;0
40;44627613;28;50137;6;54131219;15;113887;0;52991774;17;179493;63
40;47726202;23;52302;2;64949335;12;143107;0;57892000;11;254955;480
40;46648671;31;38178;0;64710121;20;123618;0;48939498;15;132110;0
40;47576254;27;48133;185;60983862;12;124879;157;51037971;9;228428;1823
40;45785908;26;44963;68;58468199;17;107546;0;47798577;14;159960;0
40;43263025;25;62026;1;60965138;11;287696;0;50676283;10;230176;33
40;45812604;28;41613;15;55739869;16;131582;0;46170505;19;85350;0
40;42899445;23;76394;0;59403922;12;252385;753;49661083;15;175989;1277
40;43189872;26;51042;28;56355090;11;95860;13;51447725;14;112356;791
40;43994910;26;60912;117;60479430;12;312962;18;52115621;12;130396;35
40;42131826;21;93171;439;57432805;13;197591;0;49372182;14;128976;159
40;45254163;30;55421;0;55691975;16;91813;15;49423173;17;184809;8
40;48396393;26;61612;0;79392903;14;167491;0;58280322;21;129761;4
40;49432685;25;74683;0;57536110;15;88796;9;61498448;11;194402;7526
40;48576481;29;57574;69;62475479;13;192664;26;59414296;14;114123;10
40;46644124;27;60971;1;55389385;15;181459;2839;50588262;15;83918;531
40;46199440;25;41777;79;58621661;15;113639;0;49514409;16;151680;0
40;46033799;26;40090;826;52792623;16;101022;0;50513648;20;132575;0
40;46693783;28;43262;2;52054221;17;103711;5;53353362;19;65129;2091
40;48212590;26;63478;112;59414578;17;127894;140;60912723;15;124676;79
40;43004401;20;69335;97;58433790;14;183486;118;52485264;17;72894;586
40;45401269;25;46189;582;49370948;13;108788;27;56548904;16;190277;55
40;46775201;25;41301;267;59697498;11;197191;0;48906807;9;185194;39
40;44845286;26;49203;134;62245370;17;108433;0;44600925;17;113505;1773
40;45859092;27;44609;20;55475150;10;149595;6441;48749195;19;130075;155
40;47201380;28;63034;110;54780820;12;179273;28;56526027;10;173172;0
40;47718379;29;42289;157;56851341;9;261937;11;54429270;15;148674;131
40;46917064;29;45215;0;57362555;13;455405;0;53645333;15;117266;237
40;47269013;26;55626;23;69358770;16;199406;22;51685960;12;200144;0
40;42329367;22;54088;36;62047464;9;139080;20209;54223319;16;159989;523
40;46084326;28;42921;238;60186017;15;115003;0;49519407;12;198510;1
40;45246795;24;42963;0;49245789;10;168508;32;53638421;12;186390;726
40;42222762;23;72254;87;56408579;15;170149;115;54383079;18;146814;115
